#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_RHDS01000004.1    -         result               -          cm        1       37   343492   343529      +    no    1 0.37   0.0   32.8        24 ?   [Curtobacterium] plantarum strain LMG 16222 LMG16222.00004, whole genome shotgun sequence
NZ_MJBK01000383.1    -         result               -          cm        1       37    76200    76164      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB36560 NODE_5_length_221438_cov_38.4125_ID_9, whole genome shotgun sequence
NZ_MJBL01000033.1    -         result               -          cm        1       37    74853    74817      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain VB39358 NODE_3_length_220258_cov_34.789_ID_5, whole genome shotgun sequence
NZ_MLYW01000001.1    -         result               -          cm        1       37  3130452  3130488      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain WA2859 NGS1_contig0, whole genome shotgun sequence
NZ_CP026750.1        -         result               -          cm        1       37  3107116  3107152      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain WCHAB005133 chromosome, complete genome
NZ_SGTT01000011.1    -         result               -          cm        1       37    60788    60752      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain WCHAB090197, whole genome shotgun sequence
NZ_SGTS01000003.1    -         result               -          cm        1       37    61228    61192      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain WCHAB090203, whole genome shotgun sequence
NZ_CP018421.1        -         result               -          cm        1       37  3187672  3187708      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XDR-BJ83, complete genome
NZ_CP021326.1        -         result               -          cm        1       37  3324400  3324436      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH386 chromosome, complete genome
NZ_LYLM01000057.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH506 XH506_contig_17, whole genome shotgun sequence
NZ_LYLL01000023.1    -         result               -          cm        1       37    80405    80369      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH507 XH507_contig_12, whole genome shotgun sequence
NZ_LYLI01000045.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH510 XH510_contig_5, whole genome shotgun sequence
NZ_LYLH01000456.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH511 XH511_contig_6, whole genome shotgun sequence
NZ_LYLF01000077.1    -         result               -          cm        1       37    61290    61254      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH513 XH513_contig_6, whole genome shotgun sequence
NZ_LYLE01000006.1    -         result               -          cm        1       37    15056    15020      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH514 XH514_contig_11, whole genome shotgun sequence
NZ_LYLD01000034.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH515 XH515_contig_4, whole genome shotgun sequence
NZ_LYLB01000027.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH546 XH546_contig_27, whole genome shotgun sequence
NZ_LYLA01000010.1    -         result               -          cm        1       37    61216    61180      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH547 XH547_contig_14, whole genome shotgun sequence
NZ_LYKZ01000006.1    -         result               -          cm        1       37    61244    61208      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH548 XH548_contig_11, whole genome shotgun sequence
NZ_LYKY01000078.1    -         result               -          cm        1       37   121750   121786      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH549 XH549_contig_7, whole genome shotgun sequence
NZ_LYKX01000051.1    -         result               -          cm        1       37   115150   115114      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH550 XH550_contig_5, whole genome shotgun sequence
NZ_LYKV01000009.1    -         result               -          cm        1       37    61354    61318      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH552 XH552_contig_11, whole genome shotgun sequence
NZ_LYKT01000152.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH554 XH554_contig_24, whole genome shotgun sequence
NZ_LYKS01000007.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH595 XH595_contig_15, whole genome shotgun sequence
NZ_LYKP01000023.1    -         result               -          cm        1       37    74735    74699      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH640 XH640_contig_3, whole genome shotgun sequence
NZ_LYKL01000118.1    -         result               -          cm        1       37    74756    74720      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH644 XH644_contig_6, whole genome shotgun sequence
NZ_LYKJ01000003.1    -         result               -          cm        1       37    74735    74699      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH646 XH646_contig_11, whole genome shotgun sequence
NZ_LYKG01000011.1    -         result               -          cm        1       37    74701    74665      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH649 XH649_contig_19, whole genome shotgun sequence
NZ_LYKF01000010.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH650 XH650_contig_18, whole genome shotgun sequence
NZ_LYKA01000019.1    -         result               -          cm        1       37    67147    67183      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH663 XH663_contig_26, whole genome shotgun sequence
NZ_LYJY01000012.1    -         result               -          cm        1       37    60727    60691      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH665 XH665_contig_2, whole genome shotgun sequence
NZ_LYJX01000011.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH666 XH666_contig_19, whole genome shotgun sequence
NZ_LYJW01000010.1    -         result               -          cm        1       37    74789    74753      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH667 XH667_contig_18, whole genome shotgun sequence
NZ_LYJU01000045.1    -         result               -          cm        1       37    67186    67222      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH669 XH669_contig_5, whole genome shotgun sequence
NZ_LYJT01000019.1    -         result               -          cm        1       37    67111    67147      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH670 XH670_contig_26, whole genome shotgun sequence
NZ_LYJS01000003.1    -         result               -          cm        1       37    74803    74767      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH671 XH671_contig_11, whole genome shotgun sequence
NZ_LYJR01000001.1    -         result               -          cm        1       37    74719    74683      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH672 XH672_contig_1, whole genome shotgun sequence
NZ_LYJJ01000034.1    -         result               -          cm        1       37    61222    61186      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH680 XH680_contig_4, whole genome shotgun sequence
NZ_LYJH01000005.1    -         result               -          cm        1       37   145529   145565      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH682 XH682_contig_13, whole genome shotgun sequence
NZ_LYJF01000046.1    -         result               -          cm        1       37    74724    74688      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH684 XH684_contig_28, whole genome shotgun sequence
NZ_LYJE01000002.1    -         result               -          cm        1       37   145530   145566      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH685 XH685_contig_10, whole genome shotgun sequence
NZ_LYJD01000038.1    -         result               -          cm        1       37    74823    74787      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH686 XH686_contig_22, whole genome shotgun sequence
NZ_LYJC01000092.1    -         result               -          cm        1       37   121790   121826      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH687 XH687_contig_9, whole genome shotgun sequence
NZ_LYJB01000033.1    -         result               -          cm        1       37   145536   145572      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH688 XH688_contig_4, whole genome shotgun sequence
NZ_LYJA01000023.1    -         result               -          cm        1       37   145530   145566      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH689 XH689_contig_3, whole genome shotgun sequence
NZ_LYIZ01000087.1    -         result               -          cm        1       37   117889   117925      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH690 XH690_contig_8, whole genome shotgun sequence
NZ_LYIW01000001.1    -         result               -          cm        1       37   145536   145572      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH697 XH697_contig_1, whole genome shotgun sequence
NZ_LYIV01000011.1    -         result               -          cm        1       37   145530   145566      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH698 XH698_contig_17, whole genome shotgun sequence
NZ_LYIU01000055.1    -         result               -          cm        1       37    60723    60687      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH701 XH701_contig_30, whole genome shotgun sequence
NZ_LYIR01000007.1    -         result               -          cm        1       37   145530   145566      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH704 XH704_contig_15, whole genome shotgun sequence
NZ_LYIQ01000009.1    -         result               -          cm        1       37    61169    61133      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH705 XH705_contig_11, whole genome shotgun sequence
NZ_LYIP01000064.1    -         result               -          cm        1       37    74810    74774      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH706 XH706_contig_6, whole genome shotgun sequence
NZ_LYIO01000002.1    -         result               -          cm        1       37    74668    74632      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain XH707 XH707_contig_10, whole genome shotgun sequence
