#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_NRNN01000027.1    -         result               -          cm        1       36       17       52      +    no    1 0.39   0.0   55.7     1e-06 !   Cronobacter dublinensis strain cro3540W contig27, whole genome shotgun sequence
NZ_MAJK01000127.1    -         result               -          cm        1       36    42077    42042      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain MCR1_NJ 5, whole genome shotgun sequence
NZ_QTLA01000010.1    -         result               -          cm        1       36   138849   138884      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain MEH1 NODE_10_length_166622_cov_38.8027_ID_5699, whole genome shotgun sequence
NZ_NCTG01000010.1    -         result               -          cm        1       36   138849   138884      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain MEH_META NODE_10_length_166622_cov_38.8027_ID_5699, whole genome shotgun sequence
NZ_NGSE01000002.1    -         result               -          cm        1       36   618906   618871      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain MGH179 scaffold00002, whole genome shotgun sequence
NZ_BFCO01000117.1    -         result               -          cm        1       36     7033     7068      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain MH13-051M, whole genome shotgun sequence
NZ_JSXM01000115.1    -         result               -          cm        1       36     5078     5113      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain NA081 contig0115, whole genome shotgun sequence
NZ_MJGD01000029.1    -         result               -          cm        1       36    29899    29934      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain NA259 contig029, whole genome shotgun sequence
NZ_MJDI01000029.1    -         result               -          cm        1       36    29899    29934      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain NA267 contig029, whole genome shotgun sequence
NZ_LXFK01000024.1    -         result               -          cm        1       36    29899    29934      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain NA724 contig024, whole genome shotgun sequence
NZ_LVNG01000115.1    -         result               -          cm        1       36    42142    42107      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain swine30 swine30_contig_136, whole genome shotgun sequence
NZ_LVNQ01000103.1    -         result               -          cm        1       36   116525   116560      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain swine40 swine40_contig_140, whole genome shotgun sequence
NZ_LVOO01000101.1    -         result               -          cm        1       36   116033   116068      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain swine64 swine64_contig_124, whole genome shotgun sequence
NZ_BGLE01000009.1    -         result               -          cm        1       36    27990    27955      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain TUM14675, whole genome shotgun sequence
NZ_BGSQ01000008.1    -         result               -          cm        1       36   116254   116289      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain TUM18607, whole genome shotgun sequence
NZ_BGSV01000007.1    -         result               -          cm        1       36   116137   116172      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain TUM18612, whole genome shotgun sequence
NZ_BGXR01000010.1    -         result               -          cm        1       36   116139   116174      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain TUM18738, whole genome shotgun sequence
NZ_BGXT01000049.1    -         result               -          cm        1       36     2495     2530      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain TUM18740, whole genome shotgun sequence
NZ_BGYD01000038.1    -         result               -          cm        1       36     2495     2530      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain TUM18750, whole genome shotgun sequence
NZ_BGLX01000032.1    -         result               -          cm        1       36    27990    27955      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain TUM2750, whole genome shotgun sequence
NZ_CP032879.1        -         result               -          cm        1       36  4316207  4316172      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain WCHEC000837 chromosome, complete genome
NZ_CP028589.1        -         result               -          cm        1       36  3605020  3605055      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain WCHEC4533 chromosome, complete genome
NZ_CP022229.2        -         result               -          cm        1       36  1563958  1563993      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain WCHEC96200 chromosome, complete genome
NZ_CP021202.1        -         result               -          cm        1       36  2044107  2044072      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia coli strain Z1002 chromosome, complete genome
NZ_PSSC01000009.1    -         result               -          cm        1       36   116139   116174      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia sp. R10 NODE_9_length_158421_cov_46.1915, whole genome shotgun sequence
NZ_PSSF01000009.1    -         result               -          cm        1       36   116139   116174      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia sp. R13 NODE_9_length_158421_cov_54.2504, whole genome shotgun sequence
NZ_PSSM01000009.1    -         result               -          cm        1       36   116139   116174      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia sp. R20 NODE_9_length_158421_cov_54.542, whole genome shotgun sequence
NZ_PSRY01000009.1    -         result               -          cm        1       36   116139   116174      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia sp. R5 NODE_9_length_158421_cov_45.9421, whole genome shotgun sequence
NZ_QAXQ01000023.1    -         result               -          cm        1       36     2110     2145      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Escherichia sp. R8 NODE_29_length_44172_cov_33.280132, whole genome shotgun sequence
NZ_SAZA01000036.1    -         result               -          cm        1       36     1728     1763      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Shigella boydii strain 216 GCID_CREK_0090_NODE_36.ctg_1, whole genome shotgun sequence
NZ_NQDX01000024.1    -         result               -          cm        1       36    42141    42106      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Shigella boydii strain ECPSTH05 156-ESBL-SIPE-6_NODE_32.ctg_1, whole genome shotgun sequence
NZ_RYXC01000017.1    -         result               -          cm        1       36    29611    29646      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Shigella boydii strain GCID_CRE_0038 GCID_CRE_0038_NODE_19.ctg_1, whole genome shotgun sequence
NZ_SOMJ01000005.1    -         result               -          cm        1       36    42141    42106      -    no    1 0.50   0.0   25.4   6.8e+02 ?   Shigella sonnei strain AM23 GCID_CRU_0010_NODE_11.ctg_1, whole genome shotgun sequence
NZ_RYXF01000123.1    -         result               -          cm        1       36    29611    29646      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Shigella sonnei strain GCID_CRE_0035 GCID_CRE_0035_NODE_20.ctg_1, whole genome shotgun sequence
NZ_RYXE01000005.1    -         result               -          cm        1       36    76430    76465      +    no    1 0.50   0.0   25.4   6.8e+02 ?   Shigella sonnei strain GCID_CRE_0036 GCID_CRE_0036_NODE_11.ctg_1, whole genome shotgun sequence
NZ_JQCU01000397.1    -         result               -          cm        1       36    12574    12605      +    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter idrijaensis strain MII contig_473, whole genome shotgun sequence
NZ_AIEL01000049.1    -         result               -          cm        1       36    12912    12943      +    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512 strain NCTC 5866 contig_0049, whole genome shotgun sequence
NZ_KI530561.1        -         result               -          cm        1       36  1945849  1945818      -    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512 adgTz-supercont2.1, whole genome shotgun sequence
NZ_BBSQ01000048.1    -         result               -          cm        1       36     6762     6731      -    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter lwoffii strain NBRC 109760, whole genome shotgun sequence
NZ_LR215977.1        -         result               -          cm        1       36  2744884  2744853      -    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter lwoffii strain NCTC5866 genome assembly, chromosome: 2
NZ_UFSE01000003.1    -         result               -          cm        1       36  2397001  2397032      +    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter lwoffii strain NCTC5867, whole genome shotgun sequence
NZ_AMJG01000245.1    -         result               -          cm        1       36    16309    16278      -    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter lwoffii TG19636 A_lwoffii_TG19636_246, whole genome shotgun sequence
NZ_LZDF01000035.1    -         result               -          cm        1       36    13279    13310      +    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter sp. 51m contig13, whole genome shotgun sequence
NZ_KB850160.1        -         result               -          cm        1       36  1308857  1308826      -    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter sp. CIP 101966 acLst-supercont1.14, whole genome shotgun sequence
NZ_KB850129.1        -         result               -          cm        1       36  1809807  1809776      -    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter sp. CIP 51.11 acMaf-supercont1.3, whole genome shotgun sequence
NZ_KB850178.1        -         result               -          cm        1       36   787173   787142      -    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter sp. CIP 64.7 acLZo-supercont1.14, whole genome shotgun sequence
NZ_KB849158.1        -         result               -          cm        1       36   763361   763330      -    no    1 0.47   0.0   25.3     7e+02 ?   Acinetobacter sp. CIP A162 acLZB-supercont1.3, whole genome shotgun sequence
NZ_AEIZ01000015.1    -         result               -          cm        1       36   123893   123860      -    no    1 0.32   0.0   25.3   7.2e+02 ?   Leuconostoc fallax KCTC 3537 contig00017, whole genome shotgun sequence
NZ_PUFI01000014.1    -         result               -          cm        1       36   239252   239285      +    no    1 0.32   0.0   25.3   7.2e+02 ?   Leuconostoc fallax strain ATCC 700006 179, whole genome shotgun sequence
NZ_SDGR01000001.1    -         result               -          cm        1       36   290684   290751      +    no    1 0.40   0.0   25.3   7.2e+02 ?   Macrococcus canis strain DPC7168 NODE_1_length_922764_cov_36.3223, whole genome shotgun sequence
NZ_CP014771.1        -         result               -          cm        1       36  5052778  5052730      -    no    1 0.51   0.0   25.3   7.3e+02 ?   Hymenobacter sp. PAMC 26554 chromosome, complete genome
NZ_BCMV01000071.1    -         result               -          cm        1       36     3524     3559      +    no    1 0.36   0.0   25.3   7.3e+02 ?   Clostridium ventriculi strain 14, whole genome shotgun sequence
NZ_BCMW01000004.1    -         result               -          cm        1       36   155449   155484      +    no    1 0.36   0.0   25.3   7.3e+02 ?   Clostridium ventriculi strain 17, whole genome shotgun sequence
NZ_FPBY01000054.1    -         result               -          cm        1       36    13456    13494      +    no    1 0.36   0.0   25.2   7.4e+02 ?   Clostridium sp. DSM 8431, whole genome shotgun sequence
NZ_ADHG01000004.1    -         result               -          cm        1       36    98718    98687      -    no    1 0.28   0.0   25.2   7.5e+02 ?   Lactobacillus iners AB-1 scaffold_4, whole genome shotgun sequence
NZ_GL622333.1        -         result               -          cm        1       36   331805   331836      +    no    1 0.28   0.0   25.2   7.5e+02 ?   Lactobacillus iners ATCC 55195 SCAFFOLD1, whole genome shotgun sequence
NZ_AZET01000016.1    -         result               -          cm        1       36     7576     7545      -    no    1 0.28   0.0   25.2   7.5e+02 ?   Lactobacillus iners DSM 13335 Scaffold16, whole genome shotgun sequence
NZ_GG700802.1        -         result               -          cm        1       36    44585    44616      +    no    1 0.28   0.0   25.2   7.5e+02 ?   Lactobacillus iners DSM 13335 SCAFFOLD2, whole genome shotgun sequence
